,Name,Race,Year,Time
4047,Stephen MOKOKA,"10,000 Metres",2024,0 days 00:30:25.270000
4048,Stephen MOKOKA,10 Kilometres Road,2006,0 days 00:30:14
4049,Stephen MOKOKA,10 Kilometres Road,2007,0 days 00:29:11
4050,Stephen MOKOKA,10 Kilometres Road,2008,0 days 00:28:28
4051,Stephen MOKOKA,10 Kilometres Road,2009,0 days 00:28:21
4052,Stephen MOKOKA,10 Kilometres Road,2010,0 days 00:28:23
4053,Stephen MOKOKA,10 Kilometres Road,2011,0 days 00:28:52
4054,Stephen MOKOKA,10 Kilometres Road,2012,0 days 00:28:47
4055,Stephen MOKOKA,10 Kilometres Road,2013,0 days 00:28:12
4056,Stephen MOKOKA,10 Kilometres Road,2014,0 days 00:28:44
4057,Stephen MOKOKA,10 Kilometres Road,2015,0 days 00:27:38
4058,Stephen MOKOKA,10 Kilometres Road,2016,0 days 00:29:16
4059,Stephen MOKOKA,10 Kilometres Road,2017,0 days 00:28:22
4060,Stephen MOKOKA,10 Kilometres Road,2018,0 days 00:28:18
4061,Stephen MOKOKA,10 Kilometres Road,2019,0 days 00:28:12
4062,Stephen MOKOKA,10 Kilometres Road,2021,0 days 00:28:15
4063,Stephen MOKOKA,10 Kilometres Road,2022,0 days 00:28:14
4064,Stephen MOKOKA,Half Marathon,2008,0 days 01:02:04
4065,Stephen MOKOKA,Half Marathon,2009,0 days 01:01:26
4066,Stephen MOKOKA,Half Marathon,2011,0 days 01:01:42
4067,Stephen MOKOKA,Half Marathon,2012,0 days 01:00:57
4068,Stephen MOKOKA,Half Marathon,2013,0 days 01:02:45
4069,Stephen MOKOKA,Half Marathon,2014,0 days 01:00:47
4070,Stephen MOKOKA,Half Marathon,2015,0 days 01:02:41
4071,Stephen MOKOKA,Half Marathon,2016,0 days 01:01:26
4072,Stephen MOKOKA,Half Marathon,2018,0 days 01:01:26
4073,Stephen MOKOKA,Half Marathon,2019,0 days 00:59:51
4074,Stephen MOKOKA,Half Marathon,2020,0 days 00:59:36
4075,Stephen MOKOKA,Half Marathon,2021,0 days 01:01:24
4076,Stephen MOKOKA,Half Marathon,2022,0 days 01:01:14
4077,Stephen MOKOKA,Half Marathon,2023,0 days 01:00:29
4078,Stephen MOKOKA,Marathon,2010,0 days 02:08:33
4079,Stephen MOKOKA,Marathon,2011,0 days 02:10:29
4080,Stephen MOKOKA,Marathon,2012,0 days 02:09:43
4081,Stephen MOKOKA,Marathon,2013,0 days 02:09:30
4082,Stephen MOKOKA,Marathon,2014,0 days 02:08:43
4083,Stephen MOKOKA,Marathon,2015,0 days 02:07:40
4084,Stephen MOKOKA,Marathon,2016,0 days 02:10:18
4085,Stephen MOKOKA,Marathon,2017,0 days 02:08:35
4086,Stephen MOKOKA,Marathon,2018,0 days 02:08:31
4087,Stephen MOKOKA,Marathon,2019,0 days 02:07:58
4088,Stephen MOKOKA,Marathon,2020,0 days 02:08:05
4089,Stephen MOKOKA,Marathon,2021,0 days 02:10:01
4090,Stephen MOKOKA,Marathon,2022,0 days 02:09:58
4091,Stephen MOKOKA,Marathon,2023,0 days 02:06:42
4092,Stephen MOKOKA,Marathon,2024,0 days 02:09:52
4093,Yamato YOSHII,1500 Metres,2019,0 days 00:03:53.620000
4094,Yamato YOSHII,1500 Metres,2023,0 days 00:03:43.610000
4095,Yamato YOSHII,5000 Metres,2018,0 days 00:14:16.580000
4096,Yamato YOSHII,5000 Metres,2019,0 days 00:14:08.120000
4097,Yamato YOSHII,5000 Metres,2020,0 days 00:13:25.870000
4098,Yamato YOSHII,5000 Metres,2021,0 days 00:13:53.310000
4099,Yamato YOSHII,5000 Metres,2022,0 days 00:13:29.350000
4100,Yamato YOSHII,5000 Metres,2023,0 days 00:13:27.720000
4101,Yamato YOSHII,5000 Metres,2024,0 days 00:14:07.740000
4102,Yamato YOSHII,"10,000 Metres",2020,0 days 00:28:08.610000
4103,Yamato YOSHII,"10,000 Metres",2021,0 days 00:28:03.900000
4104,Yamato YOSHII,"10,000 Metres",2022,0 days 00:29:06.930000
4105,Yamato YOSHII,"10,000 Metres",2023,0 days 00:28:01.020000
4106,Yamato YOSHII,"10,000 Metres",2024,0 days 00:28:22.950000
4107,Yamato YOSHII,Half Marathon,2020,0 days 01:01:47
4108,Yamato YOSHII,Half Marathon,2021,0 days 01:02:51
4109,Samuel PRAKEL,1500 Metres,2013,0 days 00:03:46.930000
4110,Samuel PRAKEL,1500 Metres,2014,0 days 00:03:41.040000
4111,Samuel PRAKEL,1500 Metres,2015,0 days 00:03:41.480000
4112,Samuel PRAKEL,1500 Metres,2016,0 days 00:03:38.430000
4113,Samuel PRAKEL,1500 Metres,2017,0 days 00:03:37.790000
4114,Samuel PRAKEL,1500 Metres,2018,0 days 00:03:36.840000
4115,Samuel PRAKEL,1500 Metres,2019,0 days 00:03:35.660000
4116,Samuel PRAKEL,1500 Metres,2020,0 days 00:03:36.540000
4117,Samuel PRAKEL,1500 Metres,2021,0 days 00:03:36.360000
4118,Samuel PRAKEL,1500 Metres,2022,0 days 00:03:34.920000
4119,Samuel PRAKEL,1500 Metres,2023,0 days 00:03:34.630000
4120,Samuel PRAKEL,1500 Metres,2024,0 days 00:03:36.160000
4121,Samuel PRAKEL,5000 Metres,2019,0 days 00:13:48.790000
4122,Samuel PRAKEL,5000 Metres,2020,0 days 00:13:41.790000
4123,Samuel PRAKEL,5000 Metres,2022,0 days 00:13:15.960000
4124,Samuel PRAKEL,5000 Metres,2023,0 days 00:13:22.780000
4125,Samuel PRAKEL,5000 Metres,2024,0 days 00:13:22.150000
4126,Philip KOECH,10 Kilometres Road,2007,0 days 00:30:04
4127,Philip KOECH,10 Kilometres Road,2008,0 days 00:28:53
4128,Philip KOECH,10 Kilometres Road,2009,0 days 00:30:40
4129,Philip KOECH,10 Kilometres Road,2010,0 days 00:31:53
4130,Philip KOECH,10 Kilometres Road,2016,0 days 00:29:57
4131,Philip KOECH,Half Marathon,2007,0 days 01:03:16
4132,Philip KOECH,Half Marathon,2008,0 days 01:03:44
4133,Philip KOECH,Half Marathon,2015,0 days 01:01:40
4134,Philip KOECH,Half Marathon,2016,0 days 01:04:33
4135,Philip KOECH,Marathon,2023,0 days 02:11:10
4136,Philip KOECH,Marathon,2024,0 days 02:11:06
4137,Maciej WYDERKA,1500 Metres,2018,0 days 00:03:56.020000
4138,Maciej WYDERKA,1500 Metres,2019,0 days 00:03:53.400000
4139,Maciej WYDERKA,1500 Metres,2020,0 days 00:03:49.540000
4140,Maciej WYDERKA,1500 Metres,2021,0 days 00:03:48.960000
4141,Maciej WYDERKA,1500 Metres,2022,0 days 00:03:42.240000
4142,Maciej WYDERKA,1500 Metres,2023,0 days 00:03:36.210000
4143,Maciej WYDERKA,1500 Metres,2024,0 days 00:03:38.490000
4144,Janio Marcos GONÇALVES,1500 Metres,2021,0 days 00:03:52.450000
4145,Janio Marcos GONÇALVES,1500 Metres,2022,0 days 00:03:46.570000
4146,Janio Marcos GONÇALVES,1500 Metres,2023,0 days 00:03:42.040000
4147,Janio Marcos GONÇALVES,1500 Metres,2024,0 days 00:03:43.480000
4148,Janio Marcos GONÇALVES,5000 Metres,2023,0 days 00:14:21.660000
4149,Yudai NOGUCHI,1500 Metres,2016,0 days 00:03:50.150000
4150,Yudai NOGUCHI,1500 Metres,2017,0 days 00:03:45.960000
4151,Yudai NOGUCHI,1500 Metres,2018,0 days 00:03:51.800000
4152,Yudai NOGUCHI,1500 Metres,2019,0 days 00:03:45.860000
4153,Yudai NOGUCHI,1500 Metres,2021,0 days 00:03:42.690000
4154,Yudai NOGUCHI,1500 Metres,2022,0 days 00:03:39.010000
4155,Yudai NOGUCHI,1500 Metres,2023,0 days 00:03:41.150000
4156,Yudai NOGUCHI,1500 Metres,2024,0 days 00:03:40.800000
4157,Yudai NOGUCHI,5000 Metres,2017,0 days 00:14:06.010000
4158,Yudai NOGUCHI,5000 Metres,2018,0 days 00:14:16.490000
4159,Yudai NOGUCHI,5000 Metres,2019,0 days 00:14:03.480000
4160,Yudai NOGUCHI,5000 Metres,2022,0 days 00:13:46.980000
4161,Yudai NOGUCHI,5000 Metres,2023,0 days 00:14:11.550000
4162,Yudai NOGUCHI,"10,000 Metres",2018,0 days 00:29:27.360000
4163,Yudai NOGUCHI,"10,000 Metres",2022,0 days 00:29:23.140000
4164,Yudai NOGUCHI,"10,000 Metres",2023,0 days 00:28:50.070000
4165,Yudai NOGUCHI,Half Marathon,2018,0 days 01:03:11
4166,Yudai NOGUCHI,Half Marathon,2020,0 days 01:02:40
4167,Silas TOO,Half Marathon,2014,0 days 01:05:26
4168,Silas TOO,Half Marathon,2015,0 days 01:03:22
4169,Silas TOO,Half Marathon,2016,0 days 01:03:26
4170,Silas TOO,Half Marathon,2017,0 days 01:05:34
4171,Silas TOO,Marathon,2015,0 days 02:15:56
4172,Silas TOO,Marathon,2016,0 days 02:15:50
4173,Silas TOO,Marathon,2017,0 days 02:15:19
4174,Silas TOO,Marathon,2018,0 days 02:08:26
4175,Silas TOO,Marathon,2019,0 days 02:12:08
4176,Silas TOO,Marathon,2021,0 days 02:06:32
4177,Silas TOO,Marathon,2022,0 days 02:11:38
4178,Silas TOO,Marathon,2023,0 days 02:09:41
4179,Silas TOO,Marathon,2024,0 days 02:16:41
4180,Arnaud DELY,1500 Metres,2023,0 days 00:03:52.100000
4181,Arnaud DELY,5000 Metres,2020,0 days 00:14:04.740000
4182,Arnaud DELY,5000 Metres,2021,0 days 00:14:31.350000
4183,Arnaud DELY,5000 Metres,2022,0 days 00:14:15.900000
4184,Arnaud DELY,"10,000 Metres",2021,0 days 00:28:26.940000
4185,Arnaud DELY,"10,000 Metres",2023,0 days 00:29:25.050000
4186,Arnaud DELY,10 Kilometres Road,2019,0 days 00:30:12
4187,Arnaud DELY,10 Kilometres Road,2020,0 days 00:29:03
4188,Arnaud DELY,10 Kilometres Road,2021,0 days 00:28:57
4189,Arnaud DELY,10 Kilometres Road,2022,0 days 00:28:22
4190,Arnaud DELY,10 Kilometres Road,2023,0 days 00:28:35
4191,Arnaud DELY,10 Kilometres Road,2024,0 days 00:28:37
4192,Arnaud DELY,Half Marathon,2022,0 days 01:06:20
4193,Jamal Abdelmaji EISA MOHAMMED,1500 Metres,2019,0 days 00:03:52.300000
4194,Jamal Abdelmaji EISA MOHAMMED,1500 Metres,2020,0 days 00:03:53.020000
4195,Jamal Abdelmaji EISA MOHAMMED,5000 Metres,2017,0 days 00:14:29.160000
4196,Jamal Abdelmaji EISA MOHAMMED,5000 Metres,2018,0 days 00:14:23.960000
4197,Jamal Abdelmaji EISA MOHAMMED,5000 Metres,2019,0 days 00:13:54.280000
4198,Jamal Abdelmaji EISA MOHAMMED,5000 Metres,2020,0 days 00:13:55.740000
4199,Jamal Abdelmaji EISA MOHAMMED,5000 Metres,2021,0 days 00:13:42.980000
4200,Jamal Abdelmaji EISA MOHAMMED,5000 Metres,2022,0 days 00:14:02.790000
4201,Jamal Abdelmaji EISA MOHAMMED,5000 Metres,2023,0 days 00:13:40.190000
4202,Jamal Abdelmaji EISA MOHAMMED,"10,000 Metres",2016,0 days 00:30:58.600000
4203,Jamal Abdelmaji EISA MOHAMMED,"10,000 Metres",2017,0 days 00:30:05.810000
4204,Jamal Abdelmaji EISA MOHAMMED,"10,000 Metres",2019,0 days 00:28:47.360000
4205,Jamal Abdelmaji EISA MOHAMMED,"10,000 Metres",2021,0 days 00:28:52.640000
4206,Jamal Abdelmaji EISA MOHAMMED,"10,000 Metres",2022,0 days 00:28:09.800000
4207,Jamal Abdelmaji EISA MOHAMMED,"10,000 Metres",2023,0 days 00:28:11.600000
4208,Jamal Abdelmaji EISA MOHAMMED,10 Kilometres Road,2019,0 days 00:29:37
4209,Jamal Abdelmaji EISA MOHAMMED,10 Kilometres Road,2020,0 days 00:29:46
4210,Jamal Abdelmaji EISA MOHAMMED,10 Kilometres Road,2022,0 days 00:29:56
4211,Jamal Abdelmaji EISA MOHAMMED,10 Kilometres Road,2023,0 days 00:29:12
4212,Jamal Abdelmaji EISA MOHAMMED,Half Marathon,2019,0 days 01:09:28
4213,Jamal Abdelmaji EISA MOHAMMED,Marathon,2023,0 days 02:31:14
4214,Michał GROBERSKI,1500 Metres,2018,0 days 00:03:58.080000
4215,Michał GROBERSKI,1500 Metres,2019,0 days 00:03:59.850000
4216,Michał GROBERSKI,1500 Metres,2020,0 days 00:03:55.980000
4217,Michał GROBERSKI,1500 Metres,2021,0 days 00:03:54.820000
4218,Michał GROBERSKI,1500 Metres,2022,0 days 00:03:45.540000
4219,Michał GROBERSKI,1500 Metres,2023,0 days 00:03:39.660000
4220,Michał GROBERSKI,1500 Metres,2024,0 days 00:03:45.570000
4221,Michał GROBERSKI,5000 Metres,2021,0 days 00:14:47.880000
4222,Michał GROBERSKI,5000 Metres,2022,0 days 00:14:41.550000
4223,Michał GROBERSKI,5000 Metres,2023,0 days 00:14:13.050000
4224,Michał GROBERSKI,"10,000 Metres",2021,0 days 00:30:28.380000
4225,Chala REGASA,1500 Metres,2014,0 days 00:03:38.060000
4226,Chala REGASA,1500 Metres,2015,0 days 00:03:37.240000
4227,Chala REGASA,1500 Metres,2016,0 days 00:03:40.510000
4228,Chala REGASA,1500 Metres,2017,0 days 00:03:34.570000
4229,Chala REGASA,1500 Metres,2018,0 days 00:03:41.310000
4230,Chala REGASA,5000 Metres,2018,0 days 00:13:06.980000
4231,Chala REGASA,5000 Metres,2019,0 days 00:13:12.710000
4232,Chala REGASA,5000 Metres,2021,0 days 00:14:19.070000
4233,Chala REGASA,"10,000 Metres",2021,0 days 00:28:32.030000
4234,Chala REGASA,10 Kilometres Road,2019,0 days 00:27:23
4235,Chala REGASA,10 Kilometres Road,2020,0 days 00:28:00
4236,Chala REGASA,Half Marathon,2021,0 days 01:00:38
4237,Chala REGASA,Half Marathon,2022,0 days 00:59:10
4238,Chala REGASA,Marathon,2023,0 days 02:06:11
4239,Chala REGASA,Marathon,2024,0 days 02:06:35
4240,Pieter CLAUS,1500 Metres,2011,0 days 00:04:03.860000
4241,Pieter CLAUS,1500 Metres,2012,0 days 00:03:50.930000
4242,Pieter CLAUS,1500 Metres,2013,0 days 00:03:45.410000
4243,Pieter CLAUS,1500 Metres,2014,0 days 00:03:42.350000
4244,Pieter CLAUS,1500 Metres,2015,0 days 00:03:41.940000
4245,Pieter CLAUS,1500 Metres,2016,0 days 00:03:39.110000
4246,Pieter CLAUS,1500 Metres,2017,0 days 00:03:39.590000
4247,Pieter CLAUS,1500 Metres,2018,0 days 00:03:38.710000
4248,Pieter CLAUS,1500 Metres,2019,0 days 00:03:39.750000
4249,Pieter CLAUS,1500 Metres,2021,0 days 00:03:40
4250,Pieter CLAUS,1500 Metres,2022,0 days 00:03:44.470000
4251,Pieter CLAUS,1500 Metres,2023,0 days 00:03:40.620000
4252,Pieter CLAUS,1500 Metres,2024,0 days 00:03:50.320000
4253,Kazuki KAWAMURA,1500 Metres,2015,0 days 00:03:49.240000
4254,Kazuki KAWAMURA,1500 Metres,2016,0 days 00:03:47.320000
4255,Kazuki KAWAMURA,1500 Metres,2017,0 days 00:03:43.310000
4256,Kazuki KAWAMURA,1500 Metres,2018,0 days 00:03:47.080000
4257,Kazuki KAWAMURA,1500 Metres,2019,0 days 00:03:41.650000
4258,Kazuki KAWAMURA,1500 Metres,2020,0 days 00:03:42.440000
4259,Kazuki KAWAMURA,1500 Metres,2021,0 days 00:03:35.420000
4260,Kazuki KAWAMURA,1500 Metres,2022,0 days 00:03:37.080000
4261,Kazuki KAWAMURA,1500 Metres,2023,0 days 00:03:38.450000
4262,Kazuki KAWAMURA,1500 Metres,2024,0 days 00:03:42.580000
4263,Kazuki KAWAMURA,5000 Metres,2016,0 days 00:14:04.200000
4264,Kazuki KAWAMURA,5000 Metres,2017,0 days 00:14:05.630000
4265,Kazuki KAWAMURA,5000 Metres,2018,0 days 00:14:21.980000
4266,Kazuki KAWAMURA,5000 Metres,2020,0 days 00:13:41.620000
4267,Kazuki KAWAMURA,5000 Metres,2021,0 days 00:13:32.360000
4268,Kazuki KAWAMURA,5000 Metres,2022,0 days 00:13:53.800000
4269,Kazuki KAWAMURA,5000 Metres,2023,0 days 00:13:45.180000
4270,Kazuki KAWAMURA,"10,000 Metres",2020,0 days 00:28:34.800000
4271,Kazuki KAWAMURA,"10,000 Metres",2021,0 days 00:29:10.650000
4272,Kazuki KAWAMURA,Half Marathon,2019,0 days 01:08:48
4273,Sigurd TVEIT,1500 Metres,2022,0 days 00:03:37.020000
4274,Sigurd TVEIT,1500 Metres,2023,0 days 00:03:38.290000
4275,Sigurd TVEIT,1500 Metres,2024,0 days 00:03:39.770000
4276,Casey COMBER,1500 Metres,2016,0 days 00:03:55.060000
4277,Casey COMBER,1500 Metres,2017,0 days 00:03:47.110000
4278,Casey COMBER,1500 Metres,2018,0 days 00:03:45.810000
4279,Casey COMBER,1500 Metres,2019,0 days 00:03:42.540000
4280,Casey COMBER,1500 Metres,2021,0 days 00:03:37.760000
4281,Casey COMBER,1500 Metres,2022,0 days 00:03:41.710000
4282,Casey COMBER,1500 Metres,2023,0 days 00:03:34.240000
4283,Casey COMBER,1500 Metres,2024,0 days 00:03:36.740000
4284,Casey COMBER,5000 Metres,2015,0 days 00:14:48.510000
4285,Casey COMBER,5000 Metres,2016,0 days 00:14:39.620000
4286,Casey COMBER,5000 Metres,2017,0 days 00:14:40.260000
4287,Casey COMBER,5000 Metres,2018,0 days 00:14:06.900000
4288,Casey COMBER,5000 Metres,2019,0 days 00:14:18.590000
4289,Casey COMBER,5000 Metres,2020,0 days 00:14:18.030000
4290,Casey COMBER,5000 Metres,2022,0 days 00:13:55.510000
4291,Casey COMBER,5000 Metres,2023,0 days 00:13:31.850000
4292,Ryo SAITO,5000 Metres,2016,0 days 00:13:53.750000
4293,Ryo SAITO,5000 Metres,2018,0 days 00:14:25.980000
4294,Ryo SAITO,5000 Metres,2019,0 days 00:14:17.670000
4295,Ryo SAITO,5000 Metres,2024,0 days 00:13:33.990000
4296,Ryo SAITO,"10,000 Metres",2017,0 days 00:29:53.300000
4297,Ryo SAITO,"10,000 Metres",2018,0 days 00:30:12.980000
4298,Ryo SAITO,"10,000 Metres",2020,0 days 00:29:03.030000
4299,Ryo SAITO,"10,000 Metres",2021,0 days 00:28:55.200000
4300,Ryo SAITO,"10,000 Metres",2022,0 days 00:28:26.480000
4301,Ryo SAITO,"10,000 Metres",2023,0 days 00:28:33.330000
4302,Ryo SAITO,Half Marathon,2018,0 days 01:04:44
4303,Ryo SAITO,Half Marathon,2021,0 days 01:04:41
4304,Ryo SAITO,Half Marathon,2022,0 days 01:09:34
4305,Ryo SAITO,Half Marathon,2024,0 days 01:02:08
4306,Aragaw Yitbarek MESERET,5000 Metres,2018,0 days 00:14:03.230000
4307,Aragaw Yitbarek MESERET,5000 Metres,2019,0 days 00:14:00
4308,Aragaw Yitbarek MESERET,Half Marathon,2018,0 days 01:03:52
4309,Aragaw Yitbarek MESERET,Marathon,2019,0 days 02:16:27
4310,Aragaw Yitbarek MESERET,Marathon,2020,0 days 02:23:07
4311,Aragaw Yitbarek MESERET,Marathon,2021,0 days 02:14:39
4312,Aragaw Yitbarek MESERET,Marathon,2022,0 days 02:10:09
4313,Aragaw Yitbarek MESERET,Marathon,2023,0 days 02:12:50
4314,Riccardo TAMASSIA,1500 Metres,2010,0 days 00:04:06.130000
4315,Riccardo TAMASSIA,1500 Metres,2012,0 days 00:03:55.530000
4316,Riccardo TAMASSIA,1500 Metres,2013,0 days 00:03:50.080000
4317,Riccardo TAMASSIA,1500 Metres,2014,0 days 00:03:44.300000
4318,Riccardo TAMASSIA,1500 Metres,2015,0 days 00:03:45.030000
4319,Riccardo TAMASSIA,1500 Metres,2016,0 days 00:03:45.230000
4320,Riccardo TAMASSIA,1500 Metres,2017,0 days 00:03:45.260000
4321,Riccardo TAMASSIA,1500 Metres,2018,0 days 00:03:45.380000
4322,Riccardo TAMASSIA,1500 Metres,2019,0 days 00:03:45.240000
4323,Riccardo TAMASSIA,1500 Metres,2020,0 days 00:03:52.210000
4324,Riccardo TAMASSIA,1500 Metres,2021,0 days 00:03:43.620000
4325,Riccardo TAMASSIA,1500 Metres,2022,0 days 00:03:41.300000
4326,Riccardo TAMASSIA,1500 Metres,2023,0 days 00:03:43.780000
4327,Riccardo TAMASSIA,1500 Metres,2024,0 days 00:03:46.820000
4328,Riccardo TAMASSIA,5000 Metres,2012,0 days 00:15:38.310000
4329,Riccardo TAMASSIA,5000 Metres,2013,0 days 00:14:46.230000
4330,Riccardo TAMASSIA,5000 Metres,2015,0 days 00:15:04.950000
4331,Riccardo TAMASSIA,10 Kilometres Road,2019,0 days 00:30:43
4332,Riccardo TAMASSIA,10 Kilometres Road,2021,0 days 00:30:50
4333,Riccardo TAMASSIA,10 Kilometres Road,2022,0 days 00:31:41
4334,Riccardo TAMASSIA,10 Kilometres Road,2024,0 days 00:31:00
4335,Miguel BAIDAL,1500 Metres,2021,0 days 00:03:57.340000
4336,Miguel BAIDAL,1500 Metres,2022,0 days 00:03:47.060000
4337,Miguel BAIDAL,5000 Metres,2019,0 days 00:14:49.270000
4338,Miguel BAIDAL,5000 Metres,2020,0 days 00:15:02.580000
4339,Miguel BAIDAL,5000 Metres,2021,0 days 00:14:19
4340,Miguel BAIDAL,5000 Metres,2022,0 days 00:14:26.640000
4341,Miguel BAIDAL,5000 Metres,2023,0 days 00:14:00.810000
4342,Miguel BAIDAL,"10,000 Metres",2021,0 days 00:29:44.690000
4343,Miguel BAIDAL,"10,000 Metres",2022,0 days 00:30:34.910000
4344,Miguel BAIDAL,"10,000 Metres",2023,0 days 00:29:02.790000
4345,Miguel BAIDAL,"10,000 Metres",2024,0 days 00:28:21.030000
4346,Miguel BAIDAL,10 Kilometres Road,2021,0 days 00:31:07
4347,Miguel BAIDAL,10 Kilometres Road,2023,0 days 00:29:19
4348,Miguel BAIDAL,10 Kilometres Road,2024,0 days 00:29:45
4349,Matthew RAMSDEN,1500 Metres,2013,0 days 00:04:06.470000
4350,Matthew RAMSDEN,1500 Metres,2014,0 days 00:03:57.840000
4351,Matthew RAMSDEN,1500 Metres,2015,0 days 00:03:46.230000
4352,Matthew RAMSDEN,1500 Metres,2016,0 days 00:03:42.970000
4353,Matthew RAMSDEN,1500 Metres,2017,0 days 00:03:39.390000
4354,Matthew RAMSDEN,1500 Metres,2018,0 days 00:03:40.110000
4355,Matthew RAMSDEN,1500 Metres,2019,0 days 00:03:35.850000
4356,Matthew RAMSDEN,1500 Metres,2020,0 days 00:03:34.830000
4357,Matthew RAMSDEN,1500 Metres,2021,0 days 00:03:34.080000
4358,Matthew RAMSDEN,1500 Metres,2022,0 days 00:03:36.380000
4359,Matthew RAMSDEN,1500 Metres,2023,0 days 00:03:35.520000
4360,Matthew RAMSDEN,1500 Metres,2024,0 days 00:03:38.770000
4361,Matthew RAMSDEN,5000 Metres,2014,0 days 00:15:05.020000
4362,Matthew RAMSDEN,5000 Metres,2015,0 days 00:13:36.090000
4363,Matthew RAMSDEN,5000 Metres,2016,0 days 00:14:01.890000
4364,Matthew RAMSDEN,5000 Metres,2018,0 days 00:14:03.620000
4365,Matthew RAMSDEN,5000 Metres,2020,0 days 00:13:16.630000
4366,Matthew RAMSDEN,5000 Metres,2021,0 days 00:13:19.520000
4367,Matthew RAMSDEN,5000 Metres,2022,0 days 00:13:17.110000
4368,Matthew RAMSDEN,5000 Metres,2023,0 days 00:13:32.590000
4369,Matthew RAMSDEN,5000 Metres,2024,0 days 00:13:17.220000
4370,Matthew RAMSDEN,"10,000 Metres",2015,0 days 00:32:38.050000
4371,Matthew RAMSDEN,10 Kilometres Road,2021,0 days 00:29:39
4372,Matthew RAMSDEN,10 Kilometres Road,2022,0 days 00:29:57
4373,Matthew RAMSDEN,Half Marathon,2023,0 days 01:04:11
4374,Yevgeniy RYBAKOV,1500 Metres,2004,0 days 00:03:50.170000
4375,Yevgeniy RYBAKOV,5000 Metres,2006,0 days 00:14:08.870000
4376,Yevgeniy RYBAKOV,5000 Metres,2007,0 days 00:14:11.400000
4377,Yevgeniy RYBAKOV,5000 Metres,2009,0 days 00:14:01.780000
4378,Yevgeniy RYBAKOV,5000 Metres,2010,0 days 00:13:38.180000
4379,Yevgeniy RYBAKOV,5000 Metres,2011,0 days 00:13:40.630000
4380,Yevgeniy RYBAKOV,5000 Metres,2012,0 days 00:13:31.360000
4381,Yevgeniy RYBAKOV,5000 Metres,2013,0 days 00:13:46.280000
4382,Yevgeniy RYBAKOV,5000 Metres,2014,0 days 00:13:44.700000
4383,Yevgeniy RYBAKOV,5000 Metres,2015,0 days 00:13:38.420000
4384,Yevgeniy RYBAKOV,5000 Metres,2016,0 days 00:13:32.020000
4385,Yevgeniy RYBAKOV,5000 Metres,2017,0 days 00:13:30.120000
4386,Yevgeniy RYBAKOV,5000 Metres,2018,0 days 00:13:23.570000
4387,Yevgeniy RYBAKOV,5000 Metres,2019,0 days 00:13:25.120000
4388,Yevgeniy RYBAKOV,5000 Metres,2020,0 days 00:13:42.520000
4389,Yevgeniy RYBAKOV,5000 Metres,2022,0 days 00:13:48.400000
4390,Yevgeniy RYBAKOV,5000 Metres,2023,0 days 00:13:34.780000
4391,Yevgeniy RYBAKOV,"10,000 Metres",2003,0 days 00:29:27.340000
4392,Yevgeniy RYBAKOV,"10,000 Metres",2004,0 days 00:29:25.770000
4393,Yevgeniy RYBAKOV,"10,000 Metres",2005,0 days 00:29:04.830000
4394,Yevgeniy RYBAKOV,"10,000 Metres",2005,0 days 00:29:04.830000
4395,Yevgeniy RYBAKOV,"10,000 Metres",2006,0 days 00:29:13.900000
4396,Yevgeniy RYBAKOV,"10,000 Metres",2008,0 days 00:28:06.540000
4397,Yevgeniy RYBAKOV,"10,000 Metres",2009,0 days 00:28:19.130000
4398,Yevgeniy RYBAKOV,"10,000 Metres",2010,0 days 00:28:44.700000
4399,Yevgeniy RYBAKOV,"10,000 Metres",2011,0 days 00:28:21.570000
4400,Yevgeniy RYBAKOV,"10,000 Metres",2012,0 days 00:28:22.950000
4401,Yevgeniy RYBAKOV,"10,000 Metres",2013,0 days 00:28:34.590000
4402,Yevgeniy RYBAKOV,"10,000 Metres",2014,0 days 00:28:02.790000
4403,Yevgeniy RYBAKOV,"10,000 Metres",2015,0 days 00:29:07.380000
4404,Yevgeniy RYBAKOV,"10,000 Metres",2016,0 days 00:28:27.750000
4405,Yevgeniy RYBAKOV,"10,000 Metres",2017,0 days 00:28:01.930000
4406,Yevgeniy RYBAKOV,"10,000 Metres",2018,0 days 00:28:29.520000
4407,Yevgeniy RYBAKOV,"10,000 Metres",2019,0 days 00:28:18.900000
4408,Yevgeniy RYBAKOV,"10,000 Metres",2022,0 days 00:28:23.340000
4409,Yevgeniy RYBAKOV,"10,000 Metres",2023,0 days 00:28:41.540000
4410,Yevgeniy RYBAKOV,Half Marathon,2004,0 days 01:03:33
4411,Yevgeniy RYBAKOV,Half Marathon,2006,0 days 01:05:50
4412,Yevgeniy RYBAKOV,Half Marathon,2007,0 days 01:03:04
4413,Yevgeniy RYBAKOV,Half Marathon,2008,0 days 01:04:15
4414,Yevgeniy RYBAKOV,Half Marathon,2009,0 days 01:03:50
4415,Yevgeniy RYBAKOV,Half Marathon,2010,0 days 01:03:33
4416,Yevgeniy RYBAKOV,Half Marathon,2012,0 days 01:05:13
4417,Yevgeniy RYBAKOV,Half Marathon,2015,0 days 01:03:45
4418,Yevgeniy RYBAKOV,Half Marathon,2016,0 days 01:03:19
4419,Yevgeniy RYBAKOV,Marathon,2008,0 days 02:15:09
4420,Yevgeniy RYBAKOV,Marathon,2011,0 days 02:14:30
