,Name,Race,Year,Time
17915,Etienne DAGUINOS,1500 Metres,2019,0 days 00:03:54.910000
17916,Etienne DAGUINOS,1500 Metres,2021,0 days 00:03:49.010000
17917,Etienne DAGUINOS,1500 Metres,2022,0 days 00:03:40.150000
17918,Etienne DAGUINOS,1500 Metres,2023,0 days 00:03:40.630000
17919,Etienne DAGUINOS,5000 Metres,2019,0 days 00:14:31.070000
17920,Etienne DAGUINOS,5000 Metres,2020,0 days 00:14:01.210000
17921,Etienne DAGUINOS,5000 Metres,2021,0 days 00:13:55.500000
17922,Etienne DAGUINOS,5000 Metres,2022,0 days 00:13:26.410000
17923,Etienne DAGUINOS,5000 Metres,2023,0 days 00:13:15.260000
17924,Etienne DAGUINOS,5000 Metres,2024,0 days 00:13:19.770000
17925,Etienne DAGUINOS,"10,000 Metres",2023,0 days 00:28:42.490000
17926,Etienne DAGUINOS,10 Kilometres Road,2020,0 days 00:30:28
17927,Etienne DAGUINOS,10 Kilometres Road,2022,0 days 00:28:53
17928,Etienne DAGUINOS,10 Kilometres Road,2023,0 days 00:28:35
17929,Etienne DAGUINOS,10 Kilometres Road,2024,0 days 00:28:09
17930,Etienne DAGUINOS,Half Marathon,2023,0 days 01:01:39
17931,Yuki MUTA,1500 Metres,2015,0 days 00:03:47.430000
17932,Yuki MUTA,1500 Metres,2016,0 days 00:03:45.220000
17933,Yuki MUTA,1500 Metres,2017,0 days 00:03:50.490000
17934,Yuki MUTA,1500 Metres,2021,0 days 00:03:41.980000
17935,Yuki MUTA,1500 Metres,2022,0 days 00:03:46.920000
17936,Yuki MUTA,1500 Metres,2023,0 days 00:03:43.300000
17937,Yuki MUTA,5000 Metres,2013,0 days 00:13:47.580000
17938,Yuki MUTA,5000 Metres,2014,0 days 00:14:03.600000
17939,Yuki MUTA,5000 Metres,2015,0 days 00:13:50.720000
17940,Yuki MUTA,5000 Metres,2016,0 days 00:13:39.020000
17941,Yuki MUTA,5000 Metres,2017,0 days 00:13:45
17942,Yuki MUTA,5000 Metres,2018,0 days 00:13:42.040000
17943,Yuki MUTA,5000 Metres,2019,0 days 00:14:02.420000
17944,Yuki MUTA,5000 Metres,2020,0 days 00:14:02.610000
17945,Yuki MUTA,5000 Metres,2022,0 days 00:13:42.200000
17946,Yuki MUTA,5000 Metres,2023,0 days 00:13:45.200000
17947,Yuki MUTA,"10,000 Metres",2012,0 days 00:29:28.680000
17948,Yuki MUTA,"10,000 Metres",2014,0 days 00:28:43.200000
17949,Yuki MUTA,"10,000 Metres",2015,0 days 00:28:59.030000
17950,Yuki MUTA,"10,000 Metres",2016,0 days 00:28:38.260000
17951,Yuki MUTA,"10,000 Metres",2017,0 days 00:28:17.110000
17952,Yuki MUTA,"10,000 Metres",2018,0 days 00:28:29.180000
17953,Yuki MUTA,"10,000 Metres",2020,0 days 00:29:14.680000
17954,Yuki MUTA,"10,000 Metres",2021,0 days 00:27:56.250000
17955,Yuki MUTA,"10,000 Metres",2022,0 days 00:28:23.690000
17956,Yuki MUTA,"10,000 Metres",2023,0 days 00:28:04.410000
17957,Yuki MUTA,Half Marathon,2013,0 days 01:03:45
17958,Yuki MUTA,Half Marathon,2014,0 days 01:03:06
17959,Yuki MUTA,Half Marathon,2015,0 days 01:02:40
17960,Yuki MUTA,Half Marathon,2021,0 days 01:01:17
17961,Yuki MUTA,Half Marathon,2022,0 days 01:01:10
17962,Yuki MUTA,Half Marathon,2023,0 days 01:01:49
17963,Yuki MUTA,Marathon,2024,0 days 02:10:28
17964,Andreas VOJTA,1500 Metres,2009,0 days 00:03:47.250000
17965,Andreas VOJTA,1500 Metres,2010,0 days 00:03:40.790000
17966,Andreas VOJTA,1500 Metres,2011,0 days 00:03:37.820000
17967,Andreas VOJTA,1500 Metres,2012,0 days 00:03:38.090000
17968,Andreas VOJTA,1500 Metres,2013,0 days 00:03:36.360000
17969,Andreas VOJTA,1500 Metres,2014,0 days 00:03:36.110000
17970,Andreas VOJTA,1500 Metres,2015,0 days 00:03:41.090000
17971,Andreas VOJTA,1500 Metres,2016,0 days 00:03:39.980000
17972,Andreas VOJTA,1500 Metres,2017,0 days 00:03:41.300000
17973,Andreas VOJTA,1500 Metres,2018,0 days 00:03:44.940000
17974,Andreas VOJTA,1500 Metres,2019,0 days 00:03:46.580000
17975,Andreas VOJTA,1500 Metres,2020,0 days 00:03:40.380000
17976,Andreas VOJTA,1500 Metres,2021,0 days 00:03:48.180000
17977,Andreas VOJTA,1500 Metres,2022,0 days 00:03:59.310000
17978,Andreas VOJTA,1500 Metres,2023,0 days 00:03:49.670000
17979,Andreas VOJTA,5000 Metres,2012,0 days 00:13:53.470000
17980,Andreas VOJTA,5000 Metres,2013,0 days 00:13:57.060000
17981,Andreas VOJTA,5000 Metres,2017,0 days 00:13:38.030000
17982,Andreas VOJTA,5000 Metres,2018,0 days 00:13:42.750000
17983,Andreas VOJTA,5000 Metres,2019,0 days 00:13:40.790000
17984,Andreas VOJTA,5000 Metres,2020,0 days 00:13:24.030000
17985,Andreas VOJTA,5000 Metres,2021,0 days 00:13:28.520000
17986,Andreas VOJTA,5000 Metres,2022,0 days 00:13:27.960000
17987,Andreas VOJTA,5000 Metres,2023,0 days 00:13:33.360000
17988,Andreas VOJTA,"10,000 Metres",2012,0 days 00:30:47.400000
17989,Andreas VOJTA,"10,000 Metres",2018,0 days 00:28:33.990000
17990,Andreas VOJTA,"10,000 Metres",2019,0 days 00:29:21.220000
17991,Andreas VOJTA,"10,000 Metres",2020,0 days 00:28:30.280000
17992,Andreas VOJTA,"10,000 Metres",2021,0 days 00:28:27.850000
17993,Andreas VOJTA,"10,000 Metres",2022,0 days 00:28:06.880000
17994,Andreas VOJTA,"10,000 Metres",2023,0 days 00:28:55.990000
17995,Andreas VOJTA,10 Kilometres Road,2009,0 days 00:32:15
17996,Andreas VOJTA,10 Kilometres Road,2010,0 days 00:30:47
17997,Andreas VOJTA,10 Kilometres Road,2013,0 days 00:29:09
17998,Andreas VOJTA,10 Kilometres Road,2015,0 days 00:29:53
17999,Andreas VOJTA,10 Kilometres Road,2017,0 days 00:29:56
18000,Andreas VOJTA,10 Kilometres Road,2018,0 days 00:29:54
18001,Andreas VOJTA,10 Kilometres Road,2020,0 days 00:29:31
18002,Andreas VOJTA,10 Kilometres Road,2021,0 days 00:29:03
18003,Andreas VOJTA,10 Kilometres Road,2022,0 days 00:28:54
18004,Andreas VOJTA,Half Marathon,2010,0 days 01:12:03
18005,Andreas VOJTA,Half Marathon,2017,0 days 01:06:11
18006,Andreas VOJTA,Half Marathon,2021,0 days 01:04:19
18007,Andreas VOJTA,Half Marathon,2022,0 days 01:03:18
18008,Andreas VOJTA,Half Marathon,2023,0 days 01:02:32
18009,Andreas VOJTA,Half Marathon,2024,0 days 01:03:31
18010,Andreas VOJTA,Marathon,2022,0 days 02:23:21
18011,Andreas VOJTA,Marathon,2023,0 days 02:13:43
18012,Andreas VOJTA,Marathon,2024,0 days 02:19:15
18013,Galen RUPP,1500 Metres,2003,0 days 00:03:53.570000
18014,Galen RUPP,1500 Metres,2004,0 days 00:03:46.680000
18015,Galen RUPP,1500 Metres,2005,0 days 00:03:44.390000
18016,Galen RUPP,1500 Metres,2008,0 days 00:03:43.330000
18017,Galen RUPP,1500 Metres,2009,0 days 00:03:39.140000
18018,Galen RUPP,1500 Metres,2012,0 days 00:03:34.750000
18019,Galen RUPP,1500 Metres,2013,0 days 00:03:36.690000
18020,Galen RUPP,1500 Metres,2014,0 days 00:03:34.150000
18021,Galen RUPP,5000 Metres,2002,0 days 00:14:34.050000
18022,Galen RUPP,5000 Metres,2003,0 days 00:14:20.290000
18023,Galen RUPP,5000 Metres,2004,0 days 00:13:37.910000
18024,Galen RUPP,5000 Metres,2005,0 days 00:13:44.720000
18025,Galen RUPP,5000 Metres,2006,0 days 00:13:47.040000
18026,Galen RUPP,5000 Metres,2007,0 days 00:13:30.490000
18027,Galen RUPP,5000 Metres,2008,0 days 00:13:59.140000
18028,Galen RUPP,5000 Metres,2009,0 days 00:13:18.120000
18029,Galen RUPP,5000 Metres,2010,0 days 00:13:07.350000
18030,Galen RUPP,5000 Metres,2011,0 days 00:13:06.860000
18031,Galen RUPP,5000 Metres,2012,0 days 00:12:58.900000
18032,Galen RUPP,5000 Metres,2013,0 days 00:13:01.370000
18033,Galen RUPP,5000 Metres,2014,0 days 00:13:00.990000
18034,Galen RUPP,5000 Metres,2015,0 days 00:13:08.380000
18035,Galen RUPP,5000 Metres,2016,0 days 00:13:20.690000
18036,Galen RUPP,5000 Metres,2017,0 days 00:13:54.880000
18037,Galen RUPP,5000 Metres,2018,0 days 00:13:34.780000
18038,Galen RUPP,"10,000 Metres",2004,0 days 00:29:09.560000
18039,Galen RUPP,"10,000 Metres",2005,0 days 00:28:15.520000
18040,Galen RUPP,"10,000 Metres",2006,0 days 00:28:28.180000
18041,Galen RUPP,"10,000 Metres",2007,0 days 00:27:33.480000
18042,Galen RUPP,"10,000 Metres",2008,0 days 00:27:36.990000
18043,Galen RUPP,"10,000 Metres",2009,0 days 00:27:37.990000
18044,Galen RUPP,"10,000 Metres",2010,0 days 00:27:10.740000
18045,Galen RUPP,"10,000 Metres",2011,0 days 00:26:48
18046,Galen RUPP,"10,000 Metres",2012,0 days 00:27:25.330000
18047,Galen RUPP,"10,000 Metres",2013,0 days 00:27:24.390000
18048,Galen RUPP,"10,000 Metres",2014,0 days 00:26:44.360000
18049,Galen RUPP,"10,000 Metres",2015,0 days 00:27:08.910000
18050,Galen RUPP,"10,000 Metres",2016,0 days 00:27:08.920000
18051,Galen RUPP,"10,000 Metres",2017,0 days 00:28:18.290000
18052,Galen RUPP,"10,000 Metres",2021,0 days 00:27:59.430000
18053,Galen RUPP,10 Kilometres Road,2021,0 days 00:29:06
18054,Galen RUPP,Half Marathon,2015,0 days 01:01:20
18055,Galen RUPP,Half Marathon,2017,0 days 01:01:59
18056,Galen RUPP,Half Marathon,2018,0 days 00:59:47
18057,Galen RUPP,Half Marathon,2020,0 days 01:00:23
18058,Galen RUPP,Half Marathon,2021,0 days 01:01:52
18059,Galen RUPP,Half Marathon,2023,0 days 01:04:57
18060,Galen RUPP,Half Marathon,2024,0 days 01:02:37
18061,Galen RUPP,Marathon,2016,0 days 02:10:05
18062,Galen RUPP,Marathon,2017,0 days 02:09:20
18063,Galen RUPP,Marathon,2018,0 days 02:06:07
18064,Galen RUPP,Marathon,2020,0 days 02:09:20
18065,Galen RUPP,Marathon,2021,0 days 02:06:35
18066,Galen RUPP,Marathon,2022,0 days 02:09:36
18067,Galen RUPP,Marathon,2023,0 days 02:08:48
18068,Galen RUPP,Marathon,2024,0 days 02:14:07
18069,Robert Kiprop KOECH,5000 Metres,2017,0 days 00:13:42.080000
18070,Robert Kiprop KOECH,5000 Metres,2018,0 days 00:13:46.910000
18071,Robert Kiprop KOECH,5000 Metres,2019,0 days 00:13:21.860000
18072,Robert Kiprop KOECH,5000 Metres,2020,0 days 00:13:32.050000
18073,Robert Kiprop KOECH,5000 Metres,2020,0 days 00:13:32.050000
18074,Robert Kiprop KOECH,5000 Metres,2021,0 days 00:13:12.560000
18075,Robert Kiprop KOECH,5000 Metres,2022,0 days 00:13:25.840000
18076,Robert Kiprop KOECH,5000 Metres,2023,0 days 00:13:37
18077,Robert Kiprop KOECH,10 Kilometres Road,2018,0 days 00:28:39
18078,Robert Kiprop KOECH,10 Kilometres Road,2019,0 days 00:28:43
18079,Robert Kiprop KOECH,10 Kilometres Road,2020,0 days 00:28:59
18080,Robert Kiprop KOECH,10 Kilometres Road,2023,0 days 00:28:57
18081,Robert Kiprop KOECH,10 Kilometres Road,2024,0 days 00:27:54
18082,Robert Kiprop KOECH,Half Marathon,2024,0 days 01:01:27
18083,Boniface MULWA,5000 Metres,2020,0 days 00:14:01.600000
18084,Boniface MULWA,5000 Metres,2021,0 days 00:13:38.420000
18085,Boniface MULWA,5000 Metres,2022,0 days 00:13:36.060000
18086,Boniface MULWA,5000 Metres,2023,0 days 00:13:40.980000
18087,Boniface MULWA,"10,000 Metres",2019,0 days 00:28:17.360000
18088,Boniface MULWA,"10,000 Metres",2020,0 days 00:28:08.100000
18089,Boniface MULWA,"10,000 Metres",2021,0 days 00:28:44.500000
18090,Boniface MULWA,"10,000 Metres",2022,0 days 00:27:43.600000
18091,Boniface MULWA,"10,000 Metres",2023,0 days 00:28:03.160000
18092,Boniface MULWA,"10,000 Metres",2024,0 days 00:28:26.880000
18093,Boniface MULWA,Half Marathon,2022,0 days 01:01:17
18094,Jack GRAY,1500 Metres,2010,0 days 00:03:50.360000
18095,Jack GRAY,1500 Metres,2011,0 days 00:03:53.900000
18096,Jack GRAY,1500 Metres,2012,0 days 00:03:51.390000
18097,Jack GRAY,1500 Metres,2014,0 days 00:04:01.550000
18098,Jack GRAY,1500 Metres,2018,0 days 00:03:52.660000
18099,Jack GRAY,1500 Metres,2024,0 days 00:03:53.960000
18100,Jack GRAY,5000 Metres,2011,0 days 00:15:20.240000
18101,Jack GRAY,5000 Metres,2012,0 days 00:15:06.480000
18102,Jack GRAY,5000 Metres,2013,0 days 00:15:15.850000
18103,Jack GRAY,5000 Metres,2014,0 days 00:14:13.590000
18104,Jack GRAY,5000 Metres,2017,0 days 00:14:20.730000
18105,Jack GRAY,5000 Metres,2018,0 days 00:14:11.150000
18106,Jack GRAY,5000 Metres,2019,0 days 00:14:02.370000
18107,Jack GRAY,5000 Metres,2021,0 days 00:14:19.460000
18108,Jack GRAY,5000 Metres,2022,0 days 00:14:04.930000
18109,Jack GRAY,5000 Metres,2023,0 days 00:13:41.620000
18110,Jack GRAY,"10,000 Metres",2014,0 days 00:30:44.440000
18111,Jack GRAY,"10,000 Metres",2015,0 days 00:30:59.330000
18112,Jack GRAY,"10,000 Metres",2019,0 days 00:28:49.530000
18113,Jack GRAY,"10,000 Metres",2021,0 days 00:29:42.020000
18114,Jack GRAY,"10,000 Metres",2022,0 days 00:29:22.850000
18115,Jack GRAY,"10,000 Metres",2023,0 days 00:28:27.600000
18116,Jack GRAY,10 Kilometres Road,2013,0 days 00:30:03
18117,Jack GRAY,10 Kilometres Road,2014,0 days 00:30:27
18118,Jack GRAY,10 Kilometres Road,2017,0 days 00:30:53
18119,Jack GRAY,10 Kilometres Road,2018,0 days 00:29:32
18120,Jack GRAY,10 Kilometres Road,2019,0 days 00:28:57
18121,Jack GRAY,10 Kilometres Road,2021,0 days 00:30:13
18122,Jack GRAY,10 Kilometres Road,2022,0 days 00:29:36
18123,Jack GRAY,10 Kilometres Road,2023,0 days 00:29:20
18124,Jack GRAY,10 Kilometres Road,2024,0 days 00:28:36
18125,Jack GRAY,Half Marathon,2019,0 days 01:03:16
18126,Jack GRAY,Half Marathon,2022,0 days 01:04:54
18127,Jack GRAY,Marathon,2020,0 days 02:20:26
18128,Suguru OSAKO,1500 Metres,2012,0 days 00:03:42.680000
18129,Suguru OSAKO,1500 Metres,2013,0 days 00:03:48.530000
18130,Suguru OSAKO,1500 Metres,2014,0 days 00:03:43.190000
18131,Suguru OSAKO,1500 Metres,2016,0 days 00:03:40.490000
18132,Suguru OSAKO,1500 Metres,2020,0 days 00:03:50.690000
18133,Suguru OSAKO,5000 Metres,2008,0 days 00:14:12.930000
18134,Suguru OSAKO,5000 Metres,2010,0 days 00:13:47.290000
18135,Suguru OSAKO,5000 Metres,2011,0 days 00:13:31.270000
18136,Suguru OSAKO,5000 Metres,2012,0 days 00:13:33.840000
18137,Suguru OSAKO,5000 Metres,2013,0 days 00:13:20.800000
18138,Suguru OSAKO,5000 Metres,2014,0 days 00:13:26.150000
18139,Suguru OSAKO,5000 Metres,2015,0 days 00:13:08.400000
18140,Suguru OSAKO,5000 Metres,2016,0 days 00:13:31.450000
18141,Suguru OSAKO,5000 Metres,2017,0 days 00:13:25.560000
18142,Suguru OSAKO,5000 Metres,2018,0 days 00:13:29.110000
18143,Suguru OSAKO,5000 Metres,2019,0 days 00:13:40.480000
18144,Suguru OSAKO,5000 Metres,2020,0 days 00:13:33.830000
18145,Suguru OSAKO,5000 Metres,2022,0 days 00:13:30.230000
18146,Suguru OSAKO,"10,000 Metres",2009,0 days 00:28:57
18147,Suguru OSAKO,"10,000 Metres",2010,0 days 00:28:35.750000
18148,Suguru OSAKO,"10,000 Metres",2011,0 days 00:28:42.830000
18149,Suguru OSAKO,"10,000 Metres",2012,0 days 00:27:56.940000
18150,Suguru OSAKO,"10,000 Metres",2013,0 days 00:27:38.310000
18151,Suguru OSAKO,"10,000 Metres",2014,0 days 00:28:11.940000
18152,Suguru OSAKO,"10,000 Metres",2015,0 days 00:27:45.240000
18153,Suguru OSAKO,"10,000 Metres",2016,0 days 00:27:50.270000
18154,Suguru OSAKO,"10,000 Metres",2017,0 days 00:27:46.640000
18155,Suguru OSAKO,"10,000 Metres",2018,0 days 00:28:26.410000
18156,Suguru OSAKO,"10,000 Metres",2019,0 days 00:27:57.410000
18157,Suguru OSAKO,"10,000 Metres",2020,0 days 00:27:36.930000
18158,Suguru OSAKO,"10,000 Metres",2021,0 days 00:27:56.440000
18159,Suguru OSAKO,"10,000 Metres",2023,0 days 00:28:14.690000
18160,Suguru OSAKO,Half Marathon,2010,0 days 01:01:47
18161,Suguru OSAKO,Half Marathon,2017,0 days 01:01:13
18162,Suguru OSAKO,Half Marathon,2018,0 days 01:01:56
18163,Suguru OSAKO,Half Marathon,2020,0 days 01:01:16
18164,Suguru OSAKO,Half Marathon,2022,0 days 01:01:05
18165,Suguru OSAKO,Marathon,2017,0 days 02:07:19
18166,Suguru OSAKO,Marathon,2018,0 days 02:05:50
18167,Suguru OSAKO,Marathon,2019,0 days 02:11:41
18168,Suguru OSAKO,Marathon,2020,0 days 02:05:29
18169,Suguru OSAKO,Marathon,2021,0 days 02:10:41
18170,Suguru OSAKO,Marathon,2022,0 days 02:11:31
18171,Suguru OSAKO,Marathon,2023,0 days 02:06:13
18172,Amos BARTELSMEYER,1500 Metres,2013,0 days 00:03:53.730000
18173,Amos BARTELSMEYER,1500 Metres,2014,0 days 00:03:45.950000
18174,Amos BARTELSMEYER,1500 Metres,2015,0 days 00:03:43.820000
18175,Amos BARTELSMEYER,1500 Metres,2016,0 days 00:03:44.820000
18176,Amos BARTELSMEYER,1500 Metres,2017,0 days 00:03:42.470000
18177,Amos BARTELSMEYER,1500 Metres,2018,0 days 00:03:39.640000
18178,Amos BARTELSMEYER,1500 Metres,2019,0 days 00:03:36.290000
18179,Amos BARTELSMEYER,1500 Metres,2021,0 days 00:03:35.240000
18180,Amos BARTELSMEYER,1500 Metres,2021,0 days 00:03:35.240000
18181,Amos BARTELSMEYER,1500 Metres,2022,0 days 00:03:40.250000
18182,Amos BARTELSMEYER,1500 Metres,2023,0 days 00:03:34.390000
18183,Amos BARTELSMEYER,5000 Metres,2015,0 days 00:14:04.260000
18184,Amos BARTELSMEYER,5000 Metres,2016,0 days 00:14:05.050000
18185,Amos BARTELSMEYER,5000 Metres,2022,0 days 00:13:17.710000
18186,Amos BARTELSMEYER,5000 Metres,2023,0 days 00:13:16.660000
18187,Ali ABDILMANA,1500 Metres,2021,0 days 00:03:43.040000
18188,Ali ABDILMANA,1500 Metres,2023,0 days 00:03:39.690000
18189,Ali ABDILMANA,5000 Metres,2019,0 days 00:13:56
18190,Ali ABDILMANA,5000 Metres,2021,0 days 00:13:20.280000
18191,Ali ABDILMANA,5000 Metres,2022,0 days 00:13:16.970000
18192,Ali ABDILMANA,5000 Metres,2023,0 days 00:13:15.720000
18193,Senay Amlesom FISSEHATSION,1500 Metres,2014,0 days 00:03:43.270000
18194,Senay Amlesom FISSEHATSION,1500 Metres,2015,0 days 00:03:46.960000
18195,Senay Amlesom FISSEHATSION,1500 Metres,2016,0 days 00:03:47.070000
18196,Senay Amlesom FISSEHATSION,1500 Metres,2017,0 days 00:03:48.030000
18197,Senay Amlesom FISSEHATSION,1500 Metres,2020,0 days 00:03:53.900000
18198,Senay Amlesom FISSEHATSION,1500 Metres,2021,0 days 00:03:51.440000
18199,Senay Amlesom FISSEHATSION,1500 Metres,2022,0 days 00:03:51.400000
18200,Senay Amlesom FISSEHATSION,1500 Metres,2022,0 days 00:03:51.400000
18201,Senay Amlesom FISSEHATSION,1500 Metres,2023,0 days 00:03:40.240000
18202,Senay Amlesom FISSEHATSION,5000 Metres,2015,0 days 00:14:26.900000
18203,Senay Amlesom FISSEHATSION,5000 Metres,2016,0 days 00:14:40.680000
18204,Senay Amlesom FISSEHATSION,5000 Metres,2017,0 days 00:13:58.390000
18205,Senay Amlesom FISSEHATSION,5000 Metres,2018,0 days 00:14:54.560000
18206,Senay Amlesom FISSEHATSION,5000 Metres,2019,0 days 00:14:26.130000
18207,Senay Amlesom FISSEHATSION,5000 Metres,2021,0 days 00:14:12.090000
18208,Senay Amlesom FISSEHATSION,5000 Metres,2022,0 days 00:14:03.280000
18209,Senay Amlesom FISSEHATSION,5000 Metres,2023,0 days 00:13:32.510000
18210,Senay Amlesom FISSEHATSION,"10,000 Metres",2019,0 days 00:30:24.610000
18211,Senay Amlesom FISSEHATSION,"10,000 Metres",2021,0 days 00:29:57.270000
18212,Senay Amlesom FISSEHATSION,"10,000 Metres",2022,0 days 00:30:02.150000
18213,Senay Amlesom FISSEHATSION,"10,000 Metres",2023,0 days 00:28:57.620000
18214,Senay Amlesom FISSEHATSION,10 Kilometres Road,2013,0 days 00:29:38
18215,Senay Amlesom FISSEHATSION,10 Kilometres Road,2013,0 days 00:29:38
18216,Senay Amlesom FISSEHATSION,10 Kilometres Road,2014,0 days 00:29:19
18217,Senay Amlesom FISSEHATSION,10 Kilometres Road,2015,0 days 00:29:36
18218,Senay Amlesom FISSEHATSION,10 Kilometres Road,2016,0 days 00:29:10
18219,Senay Amlesom FISSEHATSION,10 Kilometres Road,2017,0 days 00:29:53
18220,Senay Amlesom FISSEHATSION,10 Kilometres Road,2018,0 days 00:29:44
18221,Senay Amlesom FISSEHATSION,10 Kilometres Road,2019,0 days 00:28:49
18222,Senay Amlesom FISSEHATSION,10 Kilometres Road,2020,0 days 00:30:35
18223,Senay Amlesom FISSEHATSION,10 Kilometres Road,2021,0 days 00:29:39
18224,Senay Amlesom FISSEHATSION,10 Kilometres Road,2022,0 days 00:29:42
18225,Senay Amlesom FISSEHATSION,10 Kilometres Road,2023,0 days 00:28:26
18226,Senay Amlesom FISSEHATSION,10 Kilometres Road,2024,0 days 00:28:15
18227,Senay Amlesom FISSEHATSION,Half Marathon,2015,0 days 01:04:54
18228,Senay Amlesom FISSEHATSION,Half Marathon,2018,0 days 01:06:46
18229,Senay Amlesom FISSEHATSION,Half Marathon,2019,0 days 01:09:36
18230,Senay Amlesom FISSEHATSION,Half Marathon,2023,0 days 01:00:55
18231,Senay Amlesom FISSEHATSION,Half Marathon,2024,0 days 01:02:47
18232,Yuta NAKAYAMA,5000 Metres,2020,0 days 00:14:17.610000
18233,Yuta NAKAYAMA,5000 Metres,2021,0 days 00:13:57.310000
18234,Yuta NAKAYAMA,5000 Metres,2022,0 days 00:14:04.050000
18235,Yuta NAKAYAMA,5000 Metres,2023,0 days 00:14:06.630000
18236,Yuta NAKAYAMA,"10,000 Metres",2020,0 days 00:29:06.500000
18237,Yuta NAKAYAMA,"10,000 Metres",2021,0 days 00:28:07.330000
18238,Yuta NAKAYAMA,"10,000 Metres",2022,0 days 00:28:10.650000
18239,Yuta NAKAYAMA,"10,000 Metres",2023,0 days 00:28:14.570000
18240,Yuta NAKAYAMA,"10,000 Metres",2024,0 days 00:28:11.300000
18241,Yuta NAKAYAMA,Half Marathon,2020,0 days 01:04:20
18242,Yuta NAKAYAMA,Half Marathon,2021,0 days 01:03:02
18243,Yuta NAKAYAMA,Half Marathon,2022,0 days 01:03:33
18244,Yuta NAKAYAMA,Marathon,2023,0 days 02:26:10
18245,Yuta NAKAYAMA,Marathon,2024,0 days 02:18:37
18246,Marc TORTELL,1500 Metres,2014,0 days 00:03:56.380000
18247,Marc TORTELL,1500 Metres,2015,0 days 00:03:54.850000
18248,Marc TORTELL,1500 Metres,2016,0 days 00:03:56.010000
18249,Marc TORTELL,1500 Metres,2017,0 days 00:03:44.600000
18250,Marc TORTELL,1500 Metres,2018,0 days 00:03:52.300000
18251,Marc TORTELL,1500 Metres,2019,0 days 00:03:45.040000
18252,Marc TORTELL,1500 Metres,2020,0 days 00:03:38.040000
18253,Marc TORTELL,1500 Metres,2021,0 days 00:03:37.410000
18254,Marc TORTELL,1500 Metres,2022,0 days 00:03:37.540000
18255,Marc TORTELL,1500 Metres,2023,0 days 00:03:40.410000
18256,Marc TORTELL,1500 Metres,2024,0 days 00:03:36.980000
18257,Marc TORTELL,5000 Metres,2016,0 days 00:14:52.630000
18258,Marc TORTELL,10 Kilometres Road,2021,0 days 00:30:44
18259,Kohei OKADA,1500 Metres,2020,0 days 00:04:00.670000
18260,Kohei OKADA,5000 Metres,2020,0 days 00:13:51.020000
18261,Kohei OKADA,5000 Metres,2021,0 days 00:13:58.190000
18262,Kohei OKADA,5000 Metres,2022,0 days 00:14:18.010000
18263,Kohei OKADA,5000 Metres,2023,0 days 00:14:23.770000
18264,Kohei OKADA,"10,000 Metres",2019,0 days 00:31:00.930000
18265,Kohei OKADA,"10,000 Metres",2020,0 days 00:28:34.610000
18266,Kohei OKADA,"10,000 Metres",2021,0 days 00:28:41.440000
18267,Kohei OKADA,"10,000 Metres",2022,0 days 00:28:59.590000
18268,Kohei OKADA,"10,000 Metres",2023,0 days 00:29:11.020000
18269,Kohei OKADA,Half Marathon,2018,0 days 01:05:46
18270,Kohei OKADA,Half Marathon,2020,0 days 01:03:35
18271,Kohei OKADA,Half Marathon,2022,0 days 01:04:38
18272,Kohei OKADA,Half Marathon,2023,0 days 01:03:23
18273,Kohei OKADA,Half Marathon,2024,0 days 01:02:16
18274,Brett ROBINSON,1500 Metres,2009,0 days 00:03:47.030000
18275,Brett ROBINSON,1500 Metres,2010,0 days 00:03:42.370000
18276,Brett ROBINSON,1500 Metres,2011,0 days 00:03:40.410000
18277,Brett ROBINSON,1500 Metres,2012,0 days 00:03:38.940000
18278,Brett ROBINSON,1500 Metres,2013,0 days 00:03:40.970000
18279,Brett ROBINSON,1500 Metres,2016,0 days 00:03:40.730000
18280,Brett ROBINSON,5000 Metres,2009,0 days 00:15:28.070000
18281,Brett ROBINSON,5000 Metres,2012,0 days 00:13:40.980000
18282,Brett ROBINSON,5000 Metres,2013,0 days 00:13:18.960000
18283,Brett ROBINSON,5000 Metres,2014,0 days 00:13:46.090000
18284,Brett ROBINSON,5000 Metres,2015,0 days 00:13:21.230000
18285,Brett ROBINSON,5000 Metres,2016,0 days 00:13:19.290000
18286,Brett ROBINSON,5000 Metres,2017,0 days 00:13:22.930000
18287,Brett ROBINSON,5000 Metres,2018,0 days 00:13:15.910000
18288,Brett ROBINSON,5000 Metres,2019,0 days 00:13:39.370000
18289,Brett ROBINSON,5000 Metres,2021,0 days 00:13:23.690000
18290,Brett ROBINSON,5000 Metres,2022,0 days 00:13:21.590000
18291,Brett ROBINSON,"10,000 Metres",2012,0 days 00:28:45.390000
18292,Brett ROBINSON,"10,000 Metres",2014,0 days 00:28:45.360000
18293,Brett ROBINSON,"10,000 Metres",2015,0 days 00:28:24.490000
18294,Brett ROBINSON,"10,000 Metres",2016,0 days 00:29:13.460000
18295,Brett ROBINSON,"10,000 Metres",2017,0 days 00:28:59.090000
18296,Brett ROBINSON,"10,000 Metres",2018,0 days 00:29:13.180000
18297,Brett ROBINSON,"10,000 Metres",2019,0 days 00:27:58.970000
18298,Brett ROBINSON,"10,000 Metres",2021,0 days 00:28:00.250000
18299,Brett ROBINSON,"10,000 Metres",2022,0 days 00:27:51.510000
